'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'Precedence(09_AH_I_010, 10_UOV_050_1)';'Precedence';'10_UOV_050_1';'09_AH_I_010';1.000;0.839;0.129
'RespondedExistence(10_UOV_050_1, 01_HOOFD_010)';'RespondedExistence';'10_UOV_050_1';'01_HOOFD_010';0.992;0.153;0.152
'NotSuccession(10_UOV_050_1, 01_HOOFD_010)';'NotSuccession';'10_UOV_050_1';'01_HOOFD_010';0.998;0.154;0.153
'RespondedExistence(10_UOV_050_1, 01_HOOFD_015)';'RespondedExistence';'10_UOV_050_1';'01_HOOFD_015';0.992;0.153;0.152
'NotChainSuccession(10_UOV_050_1, 01_HOOFD_015)';'NotChainSuccession';'10_UOV_050_1';'01_HOOFD_015';1.000;0.154;0.153
'NotSuccession(10_UOV_050_1, 01_HOOFD_020)';'NotSuccession';'10_UOV_050_1';'01_HOOFD_020';1.000;0.154;0.153
'RespondedExistence(10_UOV_050_1, 01_HOOFD_030_1)';'RespondedExistence';'10_UOV_050_1';'01_HOOFD_030_1';0.939;0.144;0.137
'NotChainSuccession(10_UOV_050_1, 01_HOOFD_030_1)';'NotChainSuccession';'10_UOV_050_1';'01_HOOFD_030_1';1.000;0.154;0.146
'RespondedExistence(10_UOV_050_1, 01_HOOFD_030_2)';'RespondedExistence';'10_UOV_050_1';'01_HOOFD_030_2';0.931;0.143;0.134
'NotChainSuccession(10_UOV_050_1, 01_HOOFD_030_2)';'NotChainSuccession';'10_UOV_050_1';'01_HOOFD_030_2';1.000;0.154;0.144
'NotSuccession(10_UOV_050_1, 01_HOOFD_180)';'NotSuccession';'10_UOV_050_1';'01_HOOFD_180';1.000;0.154;0.141
'NotSuccession(10_UOV_050_1, 01_HOOFD_200)';'NotSuccession';'10_UOV_050_1';'01_HOOFD_200';1.000;0.154;0.131
'RespondedExistence(10_UOV_050_1, 01_HOOFD_375)';'RespondedExistence';'10_UOV_050_1';'01_HOOFD_375';1.000;0.154;0.129
'NotChainSuccession(10_UOV_050_1, 01_HOOFD_375)';'NotChainSuccession';'10_UOV_050_1';'01_HOOFD_375';0.998;0.153;0.129
'NotSuccession(10_UOV_050_1, 01_HOOFD_380)';'NotSuccession';'10_UOV_050_1';'01_HOOFD_380';1.000;0.154;0.129
'NotChainSuccession(10_UOV_050_1, 01_HOOFD_490_1)';'NotChainSuccession';'10_UOV_050_1';'01_HOOFD_490_1';0.998;0.153;0.127
'NotSuccession(10_UOV_050_1, 09_AH_I_010)';'NotSuccession';'10_UOV_050_1';'09_AH_I_010';1.000;0.154;0.129
'RespondedExistence(10_UOV_050_2, 01_HOOFD_010)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_010';0.993;0.160;0.159
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_010)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_010';0.998;0.161;0.160
'RespondedExistence(10_UOV_050_2, 01_HOOFD_015)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_015';0.993;0.160;0.159
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_015)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_015';0.994;0.160;0.159
'RespondedExistence(10_UOV_050_2, 01_HOOFD_020)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_020';0.993;0.160;0.159
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_020)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_020';1.000;0.161;0.160
'RespondedExistence(10_UOV_050_2, 01_HOOFD_030_1)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_030_1';0.942;0.152;0.143
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_030_1)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_030_1';1.000;0.161;0.152
'RespondedExistence(10_UOV_050_2, 01_HOOFD_030_2)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_030_2';0.927;0.149;0.140
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_030_2)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_030_2';0.998;0.161;0.151
'RespondedExistence(10_UOV_050_2, 01_HOOFD_180)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_180';0.993;0.160;0.146
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_180)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_180';0.998;0.161;0.147
'RespondedExistence(10_UOV_050_2, 01_HOOFD_200)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_200';0.985;0.159;0.135
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_200)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_200';1.000;0.161;0.137
'RespondedExistence(10_UOV_050_2, 01_HOOFD_375)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_375';1.000;0.161;0.135
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_375)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_375';1.000;0.161;0.135
'RespondedExistence(10_UOV_050_2, 01_HOOFD_380)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_380';1.000;0.161;0.135
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_380)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_380';0.998;0.161;0.135
'RespondedExistence(10_UOV_050_2, 01_HOOFD_490_1)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_490_1';0.978;0.158;0.130
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_490_1)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_490_1';1.000;0.161;0.133
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_490_2)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_490_2';1.000;0.161;0.126
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_510_1)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_510_1';1.000;0.161;0.128
'RespondedExistence(10_UOV_050_2, 01_HOOFD_510_2)';'RespondedExistence';'10_UOV_050_2';'01_HOOFD_510_2';0.971;0.156;0.127
'NotChainSuccession(10_UOV_050_2, 01_HOOFD_510_2)';'NotChainSuccession';'10_UOV_050_2';'01_HOOFD_510_2';0.998;0.161;0.130
'RespondedExistence(10_UOV_050_2, 09_AH_I_010)';'RespondedExistence';'10_UOV_050_2';'09_AH_I_010';1.000;0.161;0.135
'NotChainSuccession(10_UOV_050_2, 09_AH_I_010)';'NotChainSuccession';'10_UOV_050_2';'09_AH_I_010';1.000;0.161;0.135
'AlternatePrecedence(01_HOOFD_010, 10_UOV_060)';'AlternatePrecedence';'10_UOV_060';'01_HOOFD_010';0.993;0.990;0.159
'AlternatePrecedence(01_HOOFD_030_2, 10_UOV_060)';'AlternatePrecedence';'10_UOV_060';'01_HOOFD_030_2';0.925;0.869;0.140
'NotSuccession(10_UOV_060, 01_HOOFD_010)';'NotSuccession';'10_UOV_060';'01_HOOFD_010';1.000;0.161;0.161
'RespondedExistence(10_UOV_060, 01_HOOFD_015)';'RespondedExistence';'10_UOV_060';'01_HOOFD_015';0.993;0.160;0.159
'NotChainSuccession(10_UOV_060, 01_HOOFD_015)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_015';1.000;0.161;0.160
'RespondedExistence(10_UOV_060, 01_HOOFD_020)';'RespondedExistence';'10_UOV_060';'01_HOOFD_020';0.993;0.160;0.159
'NotChainSuccession(10_UOV_060, 01_HOOFD_020)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_020';1.000;0.161;0.160
'RespondedExistence(10_UOV_060, 01_HOOFD_030_1)';'RespondedExistence';'10_UOV_060';'01_HOOFD_030_1';0.940;0.151;0.143
'NotChainSuccession(10_UOV_060, 01_HOOFD_030_1)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_030_1';1.000;0.161;0.152
'NotSuccession(10_UOV_060, 01_HOOFD_030_2)';'NotSuccession';'10_UOV_060';'01_HOOFD_030_2';1.000;0.161;0.151
'RespondedExistence(10_UOV_060, 01_HOOFD_180)';'RespondedExistence';'10_UOV_060';'01_HOOFD_180';0.993;0.160;0.146
'NotChainSuccession(10_UOV_060, 01_HOOFD_180)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_180';1.000;0.161;0.148
'RespondedExistence(10_UOV_060, 01_HOOFD_200)';'RespondedExistence';'10_UOV_060';'01_HOOFD_200';0.985;0.159;0.135
'NotChainSuccession(10_UOV_060, 01_HOOFD_200)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_200';1.000;0.161;0.137
'RespondedExistence(10_UOV_060, 01_HOOFD_375)';'RespondedExistence';'10_UOV_060';'01_HOOFD_375';1.000;0.161;0.135
'NotChainSuccession(10_UOV_060, 01_HOOFD_375)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_375';1.000;0.161;0.135
'RespondedExistence(10_UOV_060, 01_HOOFD_380)';'RespondedExistence';'10_UOV_060';'01_HOOFD_380';1.000;0.161;0.135
'NotChainSuccession(10_UOV_060, 01_HOOFD_380)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_380';1.000;0.161;0.135
'AlternateResponse(10_UOV_060, 01_HOOFD_490_1)';'AlternateResponse';'10_UOV_060';'01_HOOFD_490_1';0.978;0.157;0.130
'NotChainSuccession(10_UOV_060, 01_HOOFD_490_1)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_490_1';0.991;0.160;0.132
'NotChainSuccession(10_UOV_060, 01_HOOFD_490_2)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_490_2';1.000;0.161;0.126
'NotChainSuccession(10_UOV_060, 01_HOOFD_510_1)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_510_1';1.000;0.161;0.128
'RespondedExistence(10_UOV_060, 01_HOOFD_510_2)';'RespondedExistence';'10_UOV_060';'01_HOOFD_510_2';0.970;0.156;0.127
'NotChainSuccession(10_UOV_060, 01_HOOFD_510_2)';'NotChainSuccession';'10_UOV_060';'01_HOOFD_510_2';1.000;0.161;0.130
'RespondedExistence(10_UOV_060, 09_AH_I_010)';'RespondedExistence';'10_UOV_060';'09_AH_I_010';1.000;0.161;0.135
'NotChainSuccession(10_UOV_060, 09_AH_I_010)';'NotChainSuccession';'10_UOV_060';'09_AH_I_010';1.000;0.161;0.135
'AtMostOne(11_AH_II_010)';'AtMostOne';'11_AH_II_010';;1.000;0.607;0.368
'Participation(11_AH_II_010)';'Participation';'11_AH_II_010';;0.607;0.368;0.224
'RespondedExistence(11_AH_II_010, 01_BB_540)';'RespondedExistence';'11_AH_II_010';'01_BB_540';0.707;0.429;0.268
'NotChainSuccession(11_AH_II_010, 01_BB_540)';'NotChainSuccession';'11_AH_II_010';'01_BB_540';1.000;0.607;0.379
'RespondedExistence(11_AH_II_010, 01_BB_770)';'RespondedExistence';'11_AH_II_010';'01_BB_770';0.861;0.523;0.386
'NotChainSuccession(11_AH_II_010, 01_BB_770)';'NotChainSuccession';'11_AH_II_010';'01_BB_770';1.000;0.607;0.449
'AlternateResponse(11_AH_II_010, 01_BB_775)';'AlternateResponse';'11_AH_II_010';'01_BB_775';0.667;0.405;0.167
'NotChainSuccession(11_AH_II_010, 01_BB_775)';'NotChainSuccession';'11_AH_II_010';'01_BB_775';1.000;0.412;0.250
'RespondedExistence(11_AH_II_010, 01_HOOFD_010)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_010';1.000;0.607;0.606
'NotChainSuccession(11_AH_II_010, 01_HOOFD_010)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_010';1.000;0.607;0.606
'RespondedExistence(11_AH_II_010, 01_HOOFD_011)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_011';0.947;0.575;0.407
'NotChainSuccession(11_AH_II_010, 01_HOOFD_011)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_011';1.000;0.607;0.430
'RespondedExistence(11_AH_II_010, 01_HOOFD_015)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_015';1.000;0.607;0.605
'NotChainSuccession(11_AH_II_010, 01_HOOFD_015)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_015';1.000;0.607;0.605
'RespondedExistence(11_AH_II_010, 01_HOOFD_020)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_020';1.000;0.607;0.604
'NotChainSuccession(11_AH_II_010, 01_HOOFD_020)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_020';1.000;0.607;0.604
'RespondedExistence(11_AH_II_010, 01_HOOFD_030_1)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_030_1';0.996;0.605;0.572
'NotChainSuccession(11_AH_II_010, 01_HOOFD_030_1)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_030_1';1.000;0.607;0.574
'RespondedExistence(11_AH_II_010, 01_HOOFD_030_2)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_030_2';0.992;0.602;0.565
'NotChainSuccession(11_AH_II_010, 01_HOOFD_030_2)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_030_2';1.000;0.607;0.570
'NotSuccession(11_AH_II_010, 01_HOOFD_040)';'NotSuccession';'11_AH_II_010';'01_HOOFD_040';1.000;0.282;0.171
'NotChainSuccession(11_AH_II_010, 01_HOOFD_050)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_050';1.000;0.423;0.257
'NotSuccession(11_AH_II_010, 01_HOOFD_060)';'NotSuccession';'11_AH_II_010';'01_HOOFD_060';1.000;0.282;0.171
'RespondedExistence(11_AH_II_010, 01_HOOFD_061)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_061';0.584;0.355;0.143
'NotChainSuccession(11_AH_II_010, 01_HOOFD_061)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_061';1.000;0.404;0.245
'RespondedExistence(11_AH_II_010, 01_HOOFD_065_0)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_065_0';0.598;0.363;0.161
'NotChainSuccession(11_AH_II_010, 01_HOOFD_065_0)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_065_0';1.000;0.442;0.268
'NotSuccession(11_AH_II_010, 01_HOOFD_065_1)';'NotSuccession';'11_AH_II_010';'01_HOOFD_065_1';1.000;0.554;0.336
'NotSuccession(11_AH_II_010, 01_HOOFD_065_2)';'NotSuccession';'11_AH_II_010';'01_HOOFD_065_2';1.000;0.553;0.336
'NotChainSuccession(11_AH_II_010, 01_HOOFD_090)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_090';1.000;0.338;0.205
'NotSuccession(11_AH_II_010, 01_HOOFD_101)';'NotSuccession';'11_AH_II_010';'01_HOOFD_101';1.000;0.209;0.127
'NotChainSuccession(11_AH_II_010, 01_HOOFD_101b)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_101b';1.000;0.231;0.140
'NotSuccession(11_AH_II_010, 01_HOOFD_110)';'NotSuccession';'11_AH_II_010';'01_HOOFD_110';1.000;0.385;0.233
'RespondedExistence(11_AH_II_010, 01_HOOFD_110_0)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_110_0';0.598;0.363;0.151
'NotChainSuccession(11_AH_II_010, 01_HOOFD_110_0)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_110_0';1.000;0.416;0.252
'NotChainSuccession(11_AH_II_010, 01_HOOFD_110_1)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_110_1';0.997;0.326;0.198
'NotChainSuccession(11_AH_II_010, 01_HOOFD_110_2)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_110_2';1.000;0.337;0.204
'NotSuccession(11_AH_II_010, 01_HOOFD_120)';'NotSuccession';'11_AH_II_010';'01_HOOFD_120';1.000;0.371;0.225
'NotChainSuccession(11_AH_II_010, 01_HOOFD_130)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_130';1.000;0.292;0.177
'RespondedExistence(11_AH_II_010, 01_HOOFD_180)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_180';1.000;0.607;0.556
'NotChainSuccession(11_AH_II_010, 01_HOOFD_180)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_180';1.000;0.607;0.556
'RespondedExistence(11_AH_II_010, 01_HOOFD_195)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_195';1.000;0.607;0.442
'NotChainSuccession(11_AH_II_010, 01_HOOFD_195)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_195';1.000;0.607;0.442
'NotChainSuccession(11_AH_II_010, 01_HOOFD_196)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_196';1.000;0.284;0.172
'RespondedExistence(11_AH_II_010, 01_HOOFD_200)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_200';0.996;0.605;0.514
'NotChainSuccession(11_AH_II_010, 01_HOOFD_200)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_200';1.000;0.607;0.517
'NotChainSuccession(11_AH_II_010, 01_HOOFD_250)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_250';1.000;0.326;0.198
'RespondedExistence(11_AH_II_010, 01_HOOFD_250_1)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_250_1';0.790;0.480;0.236
'NotChainSuccession(11_AH_II_010, 01_HOOFD_250_1)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_250_1';1.000;0.492;0.298
'RespondedExistence(11_AH_II_010, 01_HOOFD_250_2)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_250_2';0.790;0.480;0.236
'NotChainSuccession(11_AH_II_010, 01_HOOFD_250_2)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_250_2';1.000;0.492;0.298
'NotChainSuccession(11_AH_II_010, 01_HOOFD_260)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_260';1.000;0.325;0.197
'NotSuccession(11_AH_II_010, 01_HOOFD_270)';'NotSuccession';'11_AH_II_010';'01_HOOFD_270';1.000;0.252;0.153
'RespondedExistence(11_AH_II_010, 01_HOOFD_330)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_330';0.950;0.577;0.436
'NotChainSuccession(11_AH_II_010, 01_HOOFD_330)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_330';1.000;0.607;0.459
'RespondedExistence(11_AH_II_010, 01_HOOFD_370)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_370';0.788;0.478;0.338
'NotChainSuccession(11_AH_II_010, 01_HOOFD_370)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_370';0.989;0.600;0.424
'RespondedExistence(11_AH_II_010, 01_HOOFD_375)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_375';1.000;0.607;0.509
'NotChainSuccession(11_AH_II_010, 01_HOOFD_375)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_375';0.982;0.596;0.500
'RespondedExistence(11_AH_II_010, 01_HOOFD_380)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_380';1.000;0.607;0.509
'NotChainSuccession(11_AH_II_010, 01_HOOFD_380)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_380';1.000;0.607;0.509
'RespondedExistence(11_AH_II_010, 01_HOOFD_430)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_430';0.814;0.494;0.343
'NotChainSuccession(11_AH_II_010, 01_HOOFD_430)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_430';1.000;0.607;0.422
'NotCoExistence(11_AH_II_010, 01_HOOFD_470)';'NotCoExistence';'11_AH_II_010';'01_HOOFD_470';1.000;0.212;0.128
'AlternateResponse(11_AH_II_010, 01_HOOFD_480)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_480';0.808;0.490;0.340
'NotChainSuccession(11_AH_II_010, 01_HOOFD_480)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_480';0.749;0.454;0.315
'AlternateResponse(11_AH_II_010, 01_HOOFD_490_1)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_490_1';0.994;0.603;0.497
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_1)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_1';0.931;0.565;0.466
'AlternateResponse(11_AH_II_010, 01_HOOFD_490_1a)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_490_1a';0.592;0.359;0.132
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_1a)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_1a';1.000;0.367;0.223
'RespondedExistence(11_AH_II_010, 01_HOOFD_490_2)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_490_2';0.925;0.561;0.438
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_2)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_2';0.983;0.597;0.465
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_3)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_3';1.000;0.258;0.157
'AlternateResponse(11_AH_II_010, 01_HOOFD_490_4)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_490_4';0.834;0.506;0.260
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_4)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_4';1.000;0.514;0.312
'RespondedExistence(11_AH_II_010, 01_HOOFD_490_5)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_490_5';0.741;0.450;0.206
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_5)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_5';1.000;0.458;0.278
'NotChainSuccession(11_AH_II_010, 01_HOOFD_490_5a)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_490_5a';1.000;0.356;0.216
'RespondedExistence(11_AH_II_010, 01_HOOFD_491)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_491';0.905;0.549;0.308
'NotChainSuccession(11_AH_II_010, 01_HOOFD_491)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_491';1.000;0.560;0.340
'AlternateResponse(11_AH_II_010, 01_HOOFD_494a)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_494a';0.584;0.355;0.128
'NotChainSuccession(11_AH_II_010, 01_HOOFD_494a)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_494a';1.000;0.362;0.220
'AlternateResponse(11_AH_II_010, 01_HOOFD_495)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_495';0.962;0.584;0.383
'NotChainSuccession(11_AH_II_010, 01_HOOFD_495)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_495';1.000;0.607;0.398
'RespondedExistence(11_AH_II_010, 01_HOOFD_500)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_500';0.750;0.456;0.234
'NotChainSuccession(11_AH_II_010, 01_HOOFD_500)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_500';1.000;0.513;0.312
'RespondedExistence(11_AH_II_010, 01_HOOFD_510_0)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_510_0';0.578;0.351;0.126
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_0)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_0';1.000;0.358;0.217
'AlternateResponse(11_AH_II_010, 01_HOOFD_510_1)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_510_1';0.950;0.577;0.459
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_1)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_1';0.998;0.606;0.482
'RespondedExistence(11_AH_II_010, 01_HOOFD_510_2)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_510_2';0.974;0.591;0.479
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_2)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_2';1.000;0.607;0.492
'RespondedExistence(11_AH_II_010, 01_HOOFD_510_2a)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_510_2a';0.578;0.351;0.126
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_2a)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_2a';1.000;0.358;0.217
'AlternateResponse(11_AH_II_010, 01_HOOFD_510_3)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_510_3';0.750;0.456;0.211
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_3)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_3';1.000;0.464;0.282
'RespondedExistence(11_AH_II_010, 01_HOOFD_510_4)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_510_4';0.727;0.441;0.198
'NotChainSuccession(11_AH_II_010, 01_HOOFD_510_4)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_510_4';1.000;0.450;0.273
'AlternateResponse(11_AH_II_010, 01_HOOFD_515)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_515';0.750;0.456;0.211
'NotChainSuccession(11_AH_II_010, 01_HOOFD_515)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_515';1.000;0.464;0.282
'NotChainSuccession(11_AH_II_010, 01_HOOFD_520)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_520';1.000;0.346;0.210
'NotChainSuccession(11_AH_II_010, 01_HOOFD_530)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_530';1.000;0.339;0.206
'NotChainSuccession(11_AH_II_010, 01_HOOFD_809)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_809';1.000;0.246;0.150
'RespondedExistence(11_AH_II_010, 01_HOOFD_810)';'RespondedExistence';'11_AH_II_010';'01_HOOFD_810';0.867;0.526;0.345
'NotChainSuccession(11_AH_II_010, 01_HOOFD_810)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_810';1.000;0.607;0.398
'NotChainSuccession(11_AH_II_010, 01_HOOFD_811)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_811';1.000;0.331;0.201
'AlternateResponse(11_AH_II_010, 01_HOOFD_814)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_814';0.655;0.398;0.168
'NotChainSuccession(11_AH_II_010, 01_HOOFD_814)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_814';1.000;0.423;0.257
'AlternateResponse(11_AH_II_010, 01_HOOFD_815)';'AlternateResponse';'11_AH_II_010';'01_HOOFD_815';0.655;0.398;0.168
'NotChainSuccession(11_AH_II_010, 01_HOOFD_815)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_815';1.000;0.423;0.257
'AlternateSuccession(11_AH_II_010, 01_HOOFD_820)';'AlternateSuccession';'11_AH_II_010';'01_HOOFD_820';0.822;0.499;0.303
'NotChainSuccession(11_AH_II_010, 01_HOOFD_820)';'NotChainSuccession';'11_AH_II_010';'01_HOOFD_820';1.000;0.607;0.368
'RespondedExistence(11_AH_II_010, 02_DRZ_010)';'RespondedExistence';'11_AH_II_010';'02_DRZ_010';0.947;0.575;0.401
'NotChainSuccession(11_AH_II_010, 02_DRZ_010)';'NotChainSuccession';'11_AH_II_010';'02_DRZ_010';1.000;0.607;0.423
'RespondedExistence(11_AH_II_010, 03_GBH_005)';'RespondedExistence';'11_AH_II_010';'03_GBH_005';0.610;0.370;0.190
'NotChainSuccession(11_AH_II_010, 03_GBH_005)';'NotChainSuccession';'11_AH_II_010';'03_GBH_005';1.000;0.512;0.311
'RespondedExistence(11_AH_II_010, 04_BPT_005)';'RespondedExistence';'11_AH_II_010';'04_BPT_005';0.956;0.581;0.419
'NotChainSuccession(11_AH_II_010, 04_BPT_005)';'NotChainSuccession';'11_AH_II_010';'04_BPT_005';1.000;0.607;0.438
'NotChainSuccession(11_AH_II_010, 04_BPT_010)';'NotChainSuccession';'11_AH_II_010';'04_BPT_010';1.000;0.228;0.139
'NotChainSuccession(11_AH_II_010, 04_BPT_020)';'NotChainSuccession';'11_AH_II_010';'04_BPT_020';1.000;0.250;0.152
