'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotSuccession(01_HOOFD_530, 01_HOOFD_011)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_011';1.000;0.334;0.221
'RespondedExistence(01_HOOFD_530, 01_HOOFD_015)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_015';1.000;0.334;0.334
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_015)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_015';1.000;0.334;0.334
'RespondedExistence(01_HOOFD_530, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_020';1.000;0.334;0.332
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_020)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_020';1.000;0.334;0.332
'RespondedExistence(01_HOOFD_530, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_030_1';0.938;0.313;0.290
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_030_1';1.000;0.334;0.309
'NotSuccession(01_HOOFD_530, 01_HOOFD_030_2)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_030_2';1.000;0.334;0.293
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_050)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_050';1.000;0.334;0.131
'NotSuccession(01_HOOFD_530, 01_HOOFD_061)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_061';1.000;0.334;0.166
'NotSuccession(01_HOOFD_530, 01_HOOFD_065_0)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_065_0';1.000;0.334;0.140
'RespondedExistence(01_HOOFD_530, 01_HOOFD_065_1)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_065_1';0.925;0.309;0.167
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_065_1';1.000;0.334;0.181
'RespondedExistence(01_HOOFD_530, 01_HOOFD_065_2)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_065_2';0.925;0.309;0.168
'NotSuccession(01_HOOFD_530, 01_HOOFD_065_2)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_065_2';0.998;0.333;0.181
'RespondedExistence(01_HOOFD_530, 01_HOOFD_101)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_101';0.579;0.193;0.136
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_101';1.000;0.334;0.235
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_110';1.000;0.334;0.130
'NotSuccession(01_HOOFD_530, 01_HOOFD_110_0)';'NotSuccession';'01_HOOFD_530';'01_HOOFD_110_0';1.000;0.334;0.129
'RespondedExistence(01_HOOFD_530, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_180';1.000;0.334;0.289
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_180';1.000;0.334;0.289
'RespondedExistence(01_HOOFD_530, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_195';0.651;0.217;0.143
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_195';0.998;0.333;0.219
'RespondedExistence(01_HOOFD_530, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_200';0.983;0.328;0.256
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_200';1.000;0.334;0.260
'RespondedExistence(01_HOOFD_530, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_330';0.825;0.275;0.193
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_330';1.000;0.334;0.233
'RespondedExistence(01_HOOFD_530, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_370';0.930;0.310;0.207
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_370';1.000;0.334;0.222
'RespondedExistence(01_HOOFD_530, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_375';1.000;0.334;0.258
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_375';1.000;0.334;0.258
'RespondedExistence(01_HOOFD_530, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_380';1.000;0.334;0.258
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_380';1.000;0.334;0.258
'RespondedExistence(01_HOOFD_530, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_430';0.930;0.310;0.219
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_430';1.000;0.334;0.235
'RespondedExistence(01_HOOFD_530, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_480';0.940;0.314;0.222
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_480';1.000;0.334;0.237
'RespondedExistence(01_HOOFD_530, 01_HOOFD_490_1)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_490_1';1.000;0.334;0.256
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_490_1';1.000;0.334;0.256
'RespondedExistence(01_HOOFD_530, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_490_2';0.943;0.314;0.227
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_490_2';0.994;0.332;0.239
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_490_4';0.996;0.332;0.153
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_491';1.000;0.334;0.154
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_495';0.993;0.331;0.204
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_500';1.000;0.334;0.156
'RespondedExistence(01_HOOFD_530, 01_HOOFD_510_1)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_510_1';0.998;0.333;0.248
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_510_1';0.995;0.332;0.248
'RespondedExistence(01_HOOFD_530, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_530';'01_HOOFD_510_2';1.000;0.334;0.250
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_510_2';0.994;0.332;0.249
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_510_3';0.996;0.332;0.137
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_510_4';0.989;0.330;0.132
'NotChainSuccession(01_HOOFD_530, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_530';'01_HOOFD_515';0.996;0.332;0.137
'NotSuccession(01_HOOFD_530, 02_DRZ_010)';'NotSuccession';'01_HOOFD_530';'02_DRZ_010';1.000;0.334;0.219
'NotChainSuccession(01_HOOFD_530, 04_BPT_005)';'NotChainSuccession';'01_HOOFD_530';'04_BPT_005';1.000;0.334;0.223
'NotChainSuccession(01_HOOFD_530, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_530';'05_EIND_010';1.000;0.334;0.136
'NotSuccession(01_HOOFD_530, 08_AWB45_005)';'NotSuccession';'01_HOOFD_530';'08_AWB45_005';1.000;0.334;0.168
'RespondedExistence(01_HOOFD_530, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_530';'09_AH_I_010';1.000;0.334;0.258
'NotChainSuccession(01_HOOFD_530, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_530';'09_AH_I_010';1.000;0.334;0.258
'NotChainSuccession(01_HOOFD_530, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_530';'11_AH_II_010';1.000;0.334;0.183
'AtMostOne(02_DRZ_010)';'AtMostOne';'02_DRZ_010';;1.000;0.656;0.430
'Participation(02_DRZ_010)';'Participation';'02_DRZ_010';;0.656;0.430;0.282
'RespondedExistence(02_DRZ_010, 01_HOOFD_010)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_010';1.000;0.656;0.656
'NotChainSuccession(02_DRZ_010, 01_HOOFD_010)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_010';1.000;0.656;0.656
'RespondedExistence(02_DRZ_010, 01_HOOFD_011)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_011';0.996;0.653;0.432
'NotChainSuccession(02_DRZ_010, 01_HOOFD_011)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_011';0.999;0.655;0.434
'RespondedExistence(02_DRZ_010, 01_HOOFD_015)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_015';1.000;0.656;0.656
'NotChainSuccession(02_DRZ_010, 01_HOOFD_015)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_015';0.997;0.654;0.654
'RespondedExistence(02_DRZ_010, 01_HOOFD_020)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_020';1.000;0.656;0.653
'NotChainSuccession(02_DRZ_010, 01_HOOFD_020)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_020';0.999;0.655;0.652
'RespondedExistence(02_DRZ_010, 01_HOOFD_030_1)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_030_1';0.950;0.623;0.577
'NotChainSuccession(02_DRZ_010, 01_HOOFD_030_1)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_030_1';0.995;0.652;0.604
'RespondedExistence(02_DRZ_010, 01_HOOFD_030_2)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_030_2';0.878;0.575;0.505
'NotChainSuccession(02_DRZ_010, 01_HOOFD_030_2)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_030_2';0.997;0.653;0.574
'NotCoExistence(02_DRZ_010, 01_HOOFD_040)';'NotCoExistence';'02_DRZ_010';'01_HOOFD_040';1.000;0.328;0.215
'NotChainSuccession(02_DRZ_010, 01_HOOFD_050)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_050';0.976;0.383;0.251
'NotCoExistence(02_DRZ_010, 01_HOOFD_060)';'NotCoExistence';'02_DRZ_010';'01_HOOFD_060';1.000;0.318;0.208
'AlternateResponse(02_DRZ_010, 01_HOOFD_061)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_061';0.758;0.497;0.247
'NotChainSuccession(02_DRZ_010, 01_HOOFD_061)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_061';0.990;0.492;0.323
'RespondedExistence(02_DRZ_010, 01_HOOFD_065_0)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_065_0';0.640;0.420;0.176
'NotChainSuccession(02_DRZ_010, 01_HOOFD_065_0)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_065_0';0.997;0.418;0.274
'NotChainSuccession(02_DRZ_010, 01_HOOFD_065_1)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_065_1';1.000;0.542;0.355
'NotChainSuccession(02_DRZ_010, 01_HOOFD_065_2)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_065_2';0.997;0.541;0.355
'NotChainSuccession(02_DRZ_010, 01_HOOFD_090)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_090';0.998;0.211;0.139
'NotChainSuccession(02_DRZ_010, 01_HOOFD_100_0)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_100_0';0.992;0.332;0.218
'RespondedExistence(02_DRZ_010, 01_HOOFD_101)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_101';0.882;0.578;0.406
'NotChainSuccession(02_DRZ_010, 01_HOOFD_101)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_101';0.998;0.654;0.460
'NotChainSuccession(02_DRZ_010, 01_HOOFD_110)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_110';1.000;0.389;0.255
'RespondedExistence(02_DRZ_010, 01_HOOFD_110_0)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_110_0';0.590;0.387;0.150
'NotChainSuccession(02_DRZ_010, 01_HOOFD_110_0)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_110_0';0.998;0.386;0.253
'NotChainSuccession(02_DRZ_010, 01_HOOFD_120)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_120';1.000;0.367;0.241
'RespondedExistence(02_DRZ_010, 01_HOOFD_180)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_180';0.901;0.590;0.511
'NotChainSuccession(02_DRZ_010, 01_HOOFD_180)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_180';1.000;0.656;0.567
'AlternateResponse(02_DRZ_010, 01_HOOFD_195)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_195';0.809;0.530;0.349
'NotChainSuccession(02_DRZ_010, 01_HOOFD_195)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_195';1.000;0.656;0.432
'NotChainSuccession(02_DRZ_010, 01_HOOFD_196)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_196';1.000;0.268;0.176
'RespondedExistence(02_DRZ_010, 01_HOOFD_200)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_200';0.798;0.523;0.408
'NotChainSuccession(02_DRZ_010, 01_HOOFD_200)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_200';1.000;0.656;0.512
'NotChainSuccession(02_DRZ_010, 01_HOOFD_250)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_250';1.000;0.325;0.213
'AlternateResponse(02_DRZ_010, 01_HOOFD_250_1)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_250_1';0.553;0.363;0.133
'NotChainSuccession(02_DRZ_010, 01_HOOFD_250_1)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_250_1';1.000;0.368;0.241
'AlternateResponse(02_DRZ_010, 01_HOOFD_250_2)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_250_2';0.552;0.362;0.133
'NotChainSuccession(02_DRZ_010, 01_HOOFD_250_2)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_250_2';1.000;0.368;0.241
'NotChainSuccession(02_DRZ_010, 01_HOOFD_260)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_260';1.000;0.324;0.212
'RespondedExistence(02_DRZ_010, 01_HOOFD_330)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_330';0.767;0.503;0.352
'NotChainSuccession(02_DRZ_010, 01_HOOFD_330)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_330';1.000;0.656;0.459
'AlternateResponse(02_DRZ_010, 01_HOOFD_370)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_370';0.639;0.419;0.279
'NotChainSuccession(02_DRZ_010, 01_HOOFD_370)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_370';1.000;0.656;0.437
'AlternateResponse(02_DRZ_010, 01_HOOFD_375)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_375';0.804;0.527;0.408
'NotChainSuccession(02_DRZ_010, 01_HOOFD_375)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_375';1.000;0.656;0.508
'RespondedExistence(02_DRZ_010, 01_HOOFD_380)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_380';0.803;0.526;0.407
'NotChainSuccession(02_DRZ_010, 01_HOOFD_380)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_380';1.000;0.656;0.507
'RespondedExistence(02_DRZ_010, 01_HOOFD_430)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_430';0.732;0.480;0.338
'NotChainSuccession(02_DRZ_010, 01_HOOFD_430)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_430';1.000;0.656;0.463
'NotCoExistence(02_DRZ_010, 01_HOOFD_470)';'NotCoExistence';'02_DRZ_010';'01_HOOFD_470';1.000;0.206;0.135
'RespondedExistence(02_DRZ_010, 01_HOOFD_480)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_480';0.732;0.480;0.340
'NotChainSuccession(02_DRZ_010, 01_HOOFD_480)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_480';1.000;0.656;0.465
'AlternateResponse(02_DRZ_010, 01_HOOFD_490_1)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_490_1';0.795;0.521;0.400
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_1)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_1';1.000;0.656;0.504
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_1a)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_1a';1.000;0.331;0.217
'RespondedExistence(02_DRZ_010, 01_HOOFD_490_2)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_490_2';0.743;0.487;0.352
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_2)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_2';1.000;0.656;0.473
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_3)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_3';1.000;0.303;0.198
'AlternateResponse(02_DRZ_010, 01_HOOFD_490_4)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_490_4';0.688;0.451;0.207
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_4)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_4';1.000;0.460;0.301
'RespondedExistence(02_DRZ_010, 01_HOOFD_490_5)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_490_5';0.556;0.364;0.133
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_5)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_5';1.000;0.364;0.239
'NotChainSuccession(02_DRZ_010, 01_HOOFD_490_5a)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_490_5a';1.000;0.296;0.194
'RespondedExistence(02_DRZ_010, 01_HOOFD_491)';'RespondedExistence';'02_DRZ_010';'01_HOOFD_491';0.658;0.431;0.199
'NotChainSuccession(02_DRZ_010, 01_HOOFD_491)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_491';0.999;0.460;0.301
'NotChainSuccession(02_DRZ_010, 01_HOOFD_494a)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_494a';1.000;0.298;0.195
'AlternateResponse(02_DRZ_010, 01_HOOFD_495)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_495';0.790;0.518;0.319
'NotChainSuccession(02_DRZ_010, 01_HOOFD_495)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_495';1.000;0.616;0.404
'AlternateResponse(02_DRZ_010, 01_HOOFD_500)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_500';0.636;0.417;0.195
'NotChainSuccession(02_DRZ_010, 01_HOOFD_500)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_500';1.000;0.467;0.306
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_0)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_0';1.000;0.329;0.215
'AlternateResponse(02_DRZ_010, 01_HOOFD_510_1)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_510_1';0.770;0.505;0.377
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_1)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_1';1.000;0.656;0.489
'AlternateResponse(02_DRZ_010, 01_HOOFD_510_2)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_510_2';0.782;0.513;0.385
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_2)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_2';1.000;0.656;0.492
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_2a)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_2a';1.000;0.324;0.213
'AlternateResponse(02_DRZ_010, 01_HOOFD_510_3)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_510_3';0.627;0.411;0.169
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_3)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_3';1.000;0.411;0.270
'AlternateResponse(02_DRZ_010, 01_HOOFD_510_4)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_510_4';0.612;0.401;0.161
'NotChainSuccession(02_DRZ_010, 01_HOOFD_510_4)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_510_4';1.000;0.401;0.263
'AlternateResponse(02_DRZ_010, 01_HOOFD_515)';'AlternateResponse';'02_DRZ_010';'01_HOOFD_515';0.627;0.411;0.169
'NotChainSuccession(02_DRZ_010, 01_HOOFD_515)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_515';1.000;0.411;0.270
'NotChainSuccession(02_DRZ_010, 01_HOOFD_520)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_520';1.000;0.342;0.224
'NotChainSuccession(02_DRZ_010, 01_HOOFD_530)';'NotChainSuccession';'02_DRZ_010';'01_HOOFD_530';1.000;0.334;0.219
'RespondedExistence(02_DRZ_010, 04_BPT_005)';'RespondedExistence';'02_DRZ_010';'04_BPT_005';0.992;0.651;0.435
'NotChainSuccession(02_DRZ_010, 05_EIND_010)';'NotChainSuccession';'02_DRZ_010';'05_EIND_010';1.000;0.406;0.266
'NotChainSuccession(02_DRZ_010, 06_VD_010)';'NotChainSuccession';'02_DRZ_010';'06_VD_010';1.000;0.331;0.217
'RespondedExistence(02_DRZ_010, 08_AWB45_005)';'RespondedExistence';'02_DRZ_010';'08_AWB45_005';0.761;0.499;0.252
'NotChainSuccession(02_DRZ_010, 08_AWB45_005)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_005';1.000;0.505;0.331
'NotChainSuccession(02_DRZ_010, 08_AWB45_010)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_010';1.000;0.256;0.168
'NotChainSuccession(02_DRZ_010, 08_AWB45_020_1)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_020_1';1.000;0.244;0.160
'NotChainSuccession(02_DRZ_010, 08_AWB45_020_2)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_020_2';0.994;0.239;0.157
'NotChainSuccession(02_DRZ_010, 08_AWB45_030)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_030';1.000;0.238;0.156
'NotChainSuccession(02_DRZ_010, 08_AWB45_040)';'NotChainSuccession';'02_DRZ_010';'08_AWB45_040';1.000;0.206;0.135
'RespondedExistence(02_DRZ_010, 09_AH_I_010)';'RespondedExistence';'02_DRZ_010';'09_AH_I_010';0.804;0.527;0.408
'NotChainSuccession(02_DRZ_010, 09_AH_I_010)';'NotChainSuccession';'02_DRZ_010';'09_AH_I_010';1.000;0.656;0.508
'RespondedExistence(02_DRZ_010, 11_AH_II_010)';'RespondedExistence';'02_DRZ_010';'11_AH_II_010';0.782;0.513;0.281
'NotChainSuccession(02_DRZ_010, 11_AH_II_010)';'NotChainSuccession';'02_DRZ_010';'11_AH_II_010';1.000;0.549;0.360
'NotChainSuccession(02_DRZ_010, 13_CRD_010)';'NotChainSuccession';'02_DRZ_010';'13_CRD_010';1.000;0.313;0.205
'AlternatePrecedence(01_HOOFD_010, 03_GBH_005)';'AlternatePrecedence';'03_GBH_005';'01_HOOFD_010';1.000;1.000;0.141
'NotSuccession(03_GBH_005, 01_HOOFD_010)';'NotSuccession';'03_GBH_005';'01_HOOFD_010';1.000;0.141;0.141
'RespondedExistence(03_GBH_005, 01_HOOFD_015)';'RespondedExistence';'03_GBH_005';'01_HOOFD_015';1.000;0.141;0.141
'NotChainSuccession(03_GBH_005, 01_HOOFD_015)';'NotChainSuccession';'03_GBH_005';'01_HOOFD_015';1.000;0.141;0.141
'RespondedExistence(03_GBH_005, 01_HOOFD_020)';'RespondedExistence';'03_GBH_005';'01_HOOFD_020';1.000;0.141;0.140
'NotChainSuccession(03_GBH_005, 01_HOOFD_020)';'NotChainSuccession';'03_GBH_005';'01_HOOFD_020';0.991;0.140;0.139
'RespondedExistence(03_GBH_005, 01_HOOFD_030_1)';'RespondedExistence';'03_GBH_005';'01_HOOFD_030_1';0.982;0.138;0.128
'NotChainSuccession(03_GBH_005, 01_HOOFD_030_1)';'NotChainSuccession';'03_GBH_005';'01_HOOFD_030_1';0.984;0.139;0.129
'AtMostOne(04_BPT_005)';'AtMostOne';'04_BPT_005';;1.000;0.669;0.447
'Participation(04_BPT_005)';'Participation';'04_BPT_005';;0.669;0.447;0.299
'RespondedExistence(04_BPT_005, 01_HOOFD_010)';'RespondedExistence';'04_BPT_005';'01_HOOFD_010';1.000;0.669;0.669
'NotChainSuccession(04_BPT_005, 01_HOOFD_010)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_010';0.999;0.668;0.668
'RespondedExistence(04_BPT_005, 01_HOOFD_011)';'RespondedExistence';'04_BPT_005';'01_HOOFD_011';0.969;0.648;0.429
'NotChainSuccession(04_BPT_005, 01_HOOFD_011)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_011';0.997;0.661;0.442
'RespondedExistence(04_BPT_005, 01_HOOFD_015)';'RespondedExistence';'04_BPT_005';'01_HOOFD_015';1.000;0.669;0.669
'NotChainSuccession(04_BPT_005, 01_HOOFD_015)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_015';0.998;0.668;0.668
'RespondedExistence(04_BPT_005, 01_HOOFD_020)';'RespondedExistence';'04_BPT_005';'01_HOOFD_020';1.000;0.669;0.666
'NotChainSuccession(04_BPT_005, 01_HOOFD_020)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_020';1.000;0.669;0.666
'RespondedExistence(04_BPT_005, 01_HOOFD_030_1)';'RespondedExistence';'04_BPT_005';'01_HOOFD_030_1';0.950;0.636;0.589
'NotChainSuccession(04_BPT_005, 01_HOOFD_030_1)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_030_1';0.997;0.667;0.618
'RespondedExistence(04_BPT_005, 01_HOOFD_030_2)';'RespondedExistence';'04_BPT_005';'01_HOOFD_030_2';0.879;0.588;0.516
'NotChainSuccession(04_BPT_005, 01_HOOFD_030_2)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_030_2';0.999;0.668;0.587
'NotSuccession(04_BPT_005, 01_HOOFD_040)';'NotSuccession';'04_BPT_005';'01_HOOFD_040';1.000;0.328;0.219
'NotChainSuccession(04_BPT_005, 01_HOOFD_050)';'NotChainSuccession';'04_BPT_005';'01_HOOFD_050';1.000;0.392;0.262
'NotSuccession(04_BPT_005, 01_HOOFD_060)';'NotSuccession';'04_BPT_005';'01_HOOFD_060';1.000;0.318;0.213
