Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
AlternatePrecedence(01_HOOFD_430:01_HOOFD_494a),0.004,0.94957983,0.88372093,0.0658589,In variant 1 it is 6.58589% more likely than variant2 that if [01_HOOFD_494a] occurs: [01_HOOFD_430] occurred before it without any other occurrence of [01_HOOFD_494a] in between. 
AlternatePrecedence(01_HOOFD_480:01_HOOFD_494a),0.004,0.94957983,0.88372093,0.0658589,In variant 1 it is 6.58589% more likely than variant2 that if [01_HOOFD_494a] occurs: [01_HOOFD_480] occurred before it without any other occurrence of [01_HOOFD_494a] in between. 
Response(01_HOOFD_130:01_HOOFD_460a),0.001,0,0.06584362,0.06584362,In variant 2 it is 6.584362% more likely than variant1 that if [01_HOOFD_130] occurs: [01_HOOFD_460a] will occur afterwards. 
Participation(01_HOOFD_380),0.002,0.7731443,0.8389423,0.065797985,In variant 2 it is 6.5797987% more likely than variant1 that [01_HOOFD_380] occurs in every process instance. 
RespondedExistence(01_HOOFD_500:01_HOOFD_430),0.002,0.925,0.8594848,0.06551522,In variant 1 it is 6.5515223% more likely than variant2 that if [01_HOOFD_500] occurs: also [01_HOOFD_430] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_030_1),0.001,0.90178573,0.9672131,0.06542736,In variant 2 it is 6.542736% more likely than variant1 that if [01_HOOFD_500] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_380),0.002,0.7763819,0.84178746,0.06540555,In variant 2 it is 6.540555% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_380] occurs. 
RespondedExistence(01_HOOFD_060:05_EIND_010),0.003,0.9133858,0.9787234,0.0653376,In variant 2 it is 6.53376% more likely than variant1 that if [01_HOOFD_060] occurs: also [05_EIND_010] occurs. 
NotSuccession(01_HOOFD_190_2:01_HOOFD_811),0.002,0.99086756,0.9257143,0.06515324,In variant 1 it is 6.515324% more likely than variant2 that [01_HOOFD_190_2] is not followed by [01_HOOFD_811] and [01_HOOFD_811] is not preceded by [01_HOOFD_190_2]. 
RespondedExistence(01_HOOFD_180:01_HOOFD_030_2),0.001,0.8891032,0.95406824,0.06496507,In variant 2 it is 6.4965067% more likely than variant1 that if [01_HOOFD_180] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_010:09_AH_I_010),0.002,0.77481234,0.83975905,0.06494671,In variant 2 it is 6.494671% more likely than variant1 that if [01_HOOFD_010] occurs: also [09_AH_I_010] occurs. 
RespondedExistence(01_HOOFD_010:01_HOOFD_375),0.002,0.77481234,0.83975905,0.06494671,In variant 2 it is 6.494671% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_375] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_450),0.001,0.05580558,0.120711565,0.064905986,In variant 2 it is 6.4905987% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_450] occurs. 
Precedence(01_HOOFD_050:01_HOOFD_520),0.006,0.8902439,0.9548611,0.06461722,In variant 2 it is 6.4617214% more likely than variant1 that if [01_HOOFD_520] occurs: [01_HOOFD_050] occurred before it. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_330),0.004,0.7209721,0.7852605,0.06428838,In variant 2 it is 6.428838% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_130),0.001,0,0.06418919,0.06418919,In variant 2 it is 6.4189186% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_130] occurs. 
Participation(09_AH_I_010),0.002,0.77481234,0.8389423,0.06412995,In variant 2 it is 6.412995% more likely than variant1 that [09_AH_I_010] occurs in every process instance. 
Participation(01_HOOFD_375),0.002,0.77481234,0.8389423,0.06412995,In variant 2 it is 6.412995% more likely than variant1 that [01_HOOFD_375] occurs in every process instance. 
RespondedExistence(01_HOOFD_015:01_HOOFD_030_2),0.001,0.8782319,0.9420989,0.06386703,In variant 2 it is 6.3867035% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_030_2] occurs. 
AlternateResponse(01_HOOFD_020:01_HOOFD_375),0.002,0.778057,0.84178746,0.06373048,In variant 2 it is 6.373048% more likely than variant1 that if [01_HOOFD_020] occurs: [01_HOOFD_375] will occur afterwards without any other occurrence of [01_HOOFD_020] in between. 
RespondedExistence(01_HOOFD_020:09_AH_I_010),0.002,0.778057,0.84178746,0.06373048,In variant 2 it is 6.373048% more likely than variant1 that if [01_HOOFD_020] occurs: also [09_AH_I_010] occurs. 
AlternateResponse(01_HOOFD_055:01_HOOFD_130),0.01,0.01775148,0.08139535,0.06364387,In variant 2 it is 6.3643875% more likely than variant1 that if [01_HOOFD_055] occurs: [01_HOOFD_130] will occur afterwards without any other occurrence of [01_HOOFD_055] in between. 
RespondedExistence(01_HOOFD_090:01_HOOFD_030_2),0.004,0.8937008,0.95729536,0.06359458,In variant 2 it is 6.359458% more likely than variant1 that if [01_HOOFD_090] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_500:01_HOOFD_480),0.001,0.93214285,0.86885244,0.06329042,In variant 1 it is 6.3290415% more likely than variant2 that if [01_HOOFD_500] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_510_2),0.002,0.7497915,0.81302774,0.06323624,In variant 2 it is 6.3236237% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_510_2] occurs. 
AlternateResponse(01_HOOFD_010:01_HOOFD_510_2),0.002,0.74895746,0.8120482,0.06309074,In variant 2 it is 6.3090744% more likely than variant1 that if [01_HOOFD_010] occurs: [01_HOOFD_510_2] will occur afterwards without any other occurrence of [01_HOOFD_010] in between. 
RespondedExistence(01_HOOFD_330:01_HOOFD_491a),0.001,0.06436234,0.001589825,0.06277251,In variant 1 it is 6.2772512% more likely than variant2 that if [01_HOOFD_330] occurs: also [01_HOOFD_491a] occurs. 
NotCoExistence(01_HOOFD_010:01_HOOFD_030_2),0.001,0.12176814,0.059036143,0.062731996,In variant 1 it is 6.2731996% more likely than variant2 that [01_HOOFD_010] and [01_HOOFD_030_2] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_010:01_HOOFD_030_2),0.001,0.8782319,0.94096386,0.06273198,In variant 2 it is 6.273198% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_190_2),0.003,0.04225352,0.10472973,0.062476207,In variant 2 it is 6.2476206% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_190_2] occurs. 
RespondedExistence(01_HOOFD_180:01_HOOFD_480),0.001,0.8196721,0.7572178,0.062454283,In variant 1 it is 6.245428% more likely than variant2 that if [01_HOOFD_180] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_480:01_HOOFD_491a),0.001,0.06235294,0,0.06235294,In variant 1 it is 6.235294% more likely than variant2 that if [01_HOOFD_480] occurs: also [01_HOOFD_491a] occurs. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_495),0.01,0.6305793,0.69270164,0.062122345,In variant 2 it is 6.2122345% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_495] occurs. 
RespondedExistence(01_HOOFD_065_1:01_HOOFD_451),0.001,0.02923077,0.09110629,0.06187552,In variant 2 it is 6.187552% more likely than variant1 that if [01_HOOFD_065_1] occurs: also [01_HOOFD_451] occurs. 
NotCoExistence(01_HOOFD_030_2:01_HOOFD_060),0.003,0.67955804,0.7410161,0.06145805,In variant 2 it is 6.1458054% more likely than variant1 that [01_HOOFD_030_2] and [01_HOOFD_060] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_020:01_HOOFD_030_2),0.001,0.88190955,0.9432367,0.06132716,In variant 2 it is 6.132716% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_011),0.003,0.67056704,0.73189324,0.061326206,In variant 2 it is 6.132621% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_011] occurs. 
AlternateResponse(01_HOOFD_030_2:01_HOOFD_450),0.001,0.05603039,0.11715749,0.0611271,In variant 2 it is 6.11271% more likely than variant1 that if [01_HOOFD_030_2] occurs: [01_HOOFD_450] will occur afterwards without any other occurrence of [01_HOOFD_030_2] in between. 
RespondedExistence(01_HOOFD_020:01_HOOFD_510_2),0.003,0.7529313,0.81400967,0.06107837,In variant 2 it is 6.1078367% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_490_2),0.004,0.7222686,0.78287095,0.060602367,In variant 2 it is 6.060237% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_490_2] occurs. 
Participation(01_HOOFD_030_2),0.001,0.8782319,0.9387019,0.060470045,In variant 2 it is 6.0470047% more likely than variant1 that [01_HOOFD_030_2] occurs in every process instance. 
RespondedExistence(01_HOOFD_015:11_AH_II_010),0.009,0.54879063,0.6091677,0.06037706,In variant 2 it is 6.0377064% more likely than variant1 that if [01_HOOFD_015] occurs: also [11_AH_II_010] occurs. 
Participation(01_HOOFD_510_2),0.002,0.7497915,0.81009614,0.06030464,In variant 2 it is 6.030464% more likely than variant1 that [01_HOOFD_510_2] occurs in every process instance. 
AlternateResponse(01_HOOFD_490_4:01_HOOFD_493),0.001,0.06715064,0.007009346,0.06014129,In variant 1 it is 6.014129% more likely than variant2 that if [01_HOOFD_490_4] occurs: [01_HOOFD_493] will occur afterwards without any other occurrence of [01_HOOFD_490_4] in between. 
RespondedExistence(01_HOOFD_196:01_HOOFD_030_2),0.002,0.9190031,0.9788136,0.05981046,In variant 2 it is 5.9810457% more likely than variant1 that if [01_HOOFD_196] occurs: also [01_HOOFD_030_2] occurs. 
AlternatePrecedence(04_BPT_005:01_HOOFD_815),0.001,0.93457943,0.9943182,0.059738755,In variant 2 it is 5.9738755% more likely than variant1 that if [01_HOOFD_815] occurs: [04_BPT_005] occurred before it without any other occurrence of [01_HOOFD_815] in between. 
RespondedExistence(01_HOOFD_010:01_HOOFD_490_2),0.005,0.7222686,0.7819277,0.059659123,In variant 2 it is 5.9659123% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_490_2] occurs. 
RespondedExistence(01_HOOFD_010:11_AH_II_010),0.009,0.54879063,0.6084337,0.05964309,In variant 2 it is 5.9643087% more likely than variant1 that if [01_HOOFD_010] occurs: also [11_AH_II_010] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_510_1),0.004,0.75247526,0.81194407,0.059468806,In variant 2 it is 5.9468803% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_510_1] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_030_1),0.001,0.938294,0.99766356,0.059369564,In variant 2 it is 5.9369564% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_490_1),0.003,0.76814014,0.827503,0.05936289,In variant 2 it is 5.936289% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_490_1] occurs. 
AlternatePrecedence(04_BPT_005:01_HOOFD_814),0.001,0.9351852,0.9943182,0.059132993,In variant 2 it is 5.9132996% more likely than variant1 that if [01_HOOFD_814] occurs: [04_BPT_005] occurred before it without any other occurrence of [01_HOOFD_814] in between. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_430),0.01,0.93830335,0.8791946,0.059108734,In variant 1 it is 5.9108734% more likely than variant2 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_430] occurs. 
RespondedExistence(01_HOOFD_510_2a:01_HOOFD_480),0.01,0.93830335,0.8791946,0.059108734,In variant 1 it is 5.9108734% more likely than variant2 that if [01_HOOFD_510_2a] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_061:01_HOOFD_030_1),0.001,0.93791944,0.9970238,0.059104383,In variant 2 it is 5.9104385% more likely than variant1 that if [01_HOOFD_061] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_330),0.005,0.69974977,0.7587455,0.058995724,In variant 2 it is 5.8995724% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(08_AWB45_030:01_HOOFD_030_1),0.001,0.98245615,0.9235669,0.05888927,In variant 1 it is 5.888927% more likely than variant2 that if [08_AWB45_030] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_020:11_AH_II_010),0.009,0.55108875,0.6099034,0.058814645,In variant 2 it is 5.8814645% more likely than variant1 that if [01_HOOFD_020] occurs: also [11_AH_II_010] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_490_2),0.004,0.72529316,0.7838164,0.058523238,In variant 2 it is 5.8523235% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_490_2] occurs. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_510_1),0.004,0.7597341,0.8181818,0.05844772,In variant 2 it is 5.844772% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_510_1] occurs. 
RespondedExistence(01_HOOFD_010:01_HOOFD_490_1),0.003,0.76814014,0.826506,0.05836588,In variant 2 it is 5.836588% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_490_1] occurs. 
Participation(11_AH_II_010),0.009,0.54879063,0.60697114,0.05818051,In variant 2 it is 5.8180513% more likely than variant1 that [11_AH_II_010] occurs in every process instance. 
RespondedExistence(01_HOOFD_010:01_HOOFD_330),0.005,0.69974977,0.75783134,0.058081567,In variant 2 it is 5.808157% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_330] occurs. 
Participation(01_HOOFD_490_2),0.006,0.7222686,0.7800481,0.05777949,In variant 2 it is 5.7779493% more likely than variant1 that [01_HOOFD_490_2] occurs in every process instance. 
AlternateResponse(01_HOOFD_061:01_HOOFD_490_3a),0.001,0.060402684,0.002976191,0.057426494,In variant 1 it is 5.7426496% more likely than variant2 that if [01_HOOFD_061] occurs: [01_HOOFD_490_3a] will occur afterwards without any other occurrence of [01_HOOFD_061] in between. 
RespondedExistence(01_HOOFD_180:01_HOOFD_430),0.004,0.81581485,0.7585302,0.057284653,In variant 1 it is 5.728465% more likely than variant2 that if [01_HOOFD_180] occurs: also [01_HOOFD_430] occurs. 
AlternateResponse(01_HOOFD_020:01_HOOFD_490_1),0.004,0.77135676,0.8285024,0.057145655,In variant 2 it is 5.7145653% more likely than variant1 that if [01_HOOFD_020] occurs: [01_HOOFD_490_1] will occur afterwards without any other occurrence of [01_HOOFD_020] in between. 
RespondedExistence(01_HOOFD_030_1:02_DRZ_010),0.007,0.6723672,0.729352,0.056984782,In variant 2 it is 5.698478% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [02_DRZ_010] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_330),0.005,0.70268005,0.75966185,0.056981802,In variant 2 it is 5.69818% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_330] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_490_4),0.01,0.45954964,0.5162847,0.05673507,In variant 2 it is 5.6735067% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_490_4] occurs. 
RespondedExistence(01_HOOFD_110_2:01_HOOFD_491a),0.001,0.06030151,0.003571429,0.05673008,In variant 1 it is 5.673008% more likely than variant2 that if [01_HOOFD_110_2] occurs: also [01_HOOFD_491a] occurs. 
Participation(01_HOOFD_490_1),0.004,0.76814014,0.8245192,0.05637908,In variant 2 it is 5.637908% more likely than variant1 that [01_HOOFD_490_1] occurs in every process instance. 
Participation(01_HOOFD_330),0.007,0.69974977,0.75600964,0.05625987,In variant 2 it is 5.625987% more likely than variant1 that [01_HOOFD_330] occurs in every process instance. 
RespondedExistence(01_HOOFD_015:04_BPT_005),0.008,0.6688907,0.72496986,0.05607915,In variant 2 it is 5.607915% more likely than variant1 that if [01_HOOFD_015] occurs: also [04_BPT_005] occurs. 
RespondedExistence(04_BPT_005:01_HOOFD_200),0.004,0.8042394,0.86023295,0.055993557,In variant 2 it is 5.5993557% more likely than variant1 that if [04_BPT_005] occurs: also [01_HOOFD_200] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_450),0.003,0.08892922,0.1448598,0.055930585,In variant 2 it is 5.5930586% more likely than variant1 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_450] occurs. 
RespondedExistence(01_HOOFD_490_5a:10_UOV_050_1),0.006,0.04225352,0.097972974,0.055719454,In variant 2 it is 5.571945% more likely than variant1 that if [01_HOOFD_490_5a] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(01_HOOFD_491:01_HOOFD_030_1),0.001,0.9402174,0.99570817,0.05549079,In variant 2 it is 5.549079% more likely than variant1 that if [01_HOOFD_491] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_180),0.001,0.87559354,0.9308579,0.055264354,In variant 2 it is 5.5264354% more likely than variant1 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_180] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_180),0.001,0.87488747,0.9301143,0.055226862,In variant 2 it is 5.522686% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_180] occurs. 
RespondedExistence(01_HOOFD_010:04_BPT_005),0.009,0.6688907,0.72409636,0.055205643,In variant 2 it is 5.520564% more likely than variant1 that if [01_HOOFD_010] occurs: also [04_BPT_005] occurs. 
RespondedExistence(01_HOOFD_065_1:01_HOOFD_065_0),0.001,0.006153846,0.060737528,0.054583684,In variant 2 it is 5.4583683% more likely than variant1 that if [01_HOOFD_065_1] occurs: also [01_HOOFD_065_0] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_180),0.001,0.8648874,0.91917974,0.05429232,In variant 2 it is 5.429232% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_180] occurs. 
Response(01_HOOFD_250_1:01_HOOFD_490_3a),0.001,0.05668934,0.002444988,0.054244354,In variant 1 it is 5.4244356% more likely than variant2 that if [01_HOOFD_250_1] occurs: [01_HOOFD_490_3a] will occur afterwards. 
RespondedExistence(01_HOOFD_090:01_HOOFD_030_1),0.007,0.9173228,0.97153026,0.054207444,In variant 2 it is 5.4207444% more likely than variant1 that if [01_HOOFD_090] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(02_DRZ_010:01_HOOFD_200),0.006,0.79770994,0.85172415,0.054014206,In variant 2 it is 5.4014206% more likely than variant1 that if [02_DRZ_010] occurs: also [01_HOOFD_200] occurs. 
AlternateResponse(01_HOOFD_196:01_HOOFD_495),0.002,0.9859813,0.9322034,0.053777874,In variant 1 it is 5.3777876% more likely than variant2 that if [01_HOOFD_196] occurs: [01_HOOFD_495] will occur afterwards without any other occurrence of [01_HOOFD_196] in between. 
NotSuccession(01_HOOFD_190_2:01_BB_775),0.007,0.96803653,0.91442543,0.0536111,In variant 1 it is 5.3611097% more likely than variant2 that [01_HOOFD_190_2] is not followed by [01_BB_775] and [01_BB_775] is not preceded by [01_HOOFD_190_2]. 
RespondedExistence(01_HOOFD_011:01_HOOFD_450),0.001,0.05667506,0.11016949,0.05349443,In variant 2 it is 5.349443% more likely than variant1 that if [01_HOOFD_011] occurs: also [01_HOOFD_450] occurs. 
RespondedExistence(01_HOOFD_010:01_HOOFD_180),0.001,0.8648874,0.9180723,0.053184867,In variant 2 it is 5.3184867% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_180] occurs. 
RespondedExistence(01_HOOFD_110:01_HOOFD_050),0.008,0.8843683,0.9375,0.0531317,In variant 2 it is 5.31317% more likely than variant1 that if [01_HOOFD_110] occurs: also [01_HOOFD_050] occurs. 
RespondedExistence(08_AWB45_005:01_HOOFD_030_1),0.001,0.94049585,0.9934924,0.052996576,In variant 2 it is 5.299658% more likely than variant1 that if [08_AWB45_005] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_270:01_HOOFD_065_1),0.002,1,0.947619,0.05238098,In variant 1 it is 5.238098% more likely than variant2 that if [01_HOOFD_270] occurs: also [01_HOOFD_065_1] occurs. 
AlternatePrecedence(01_HOOFD_015:01_HOOFD_490_3),0.001,0.9848485,0.9325581,0.05229038,In variant 1 it is 5.2290382% more likely than variant2 that if [01_HOOFD_490_3] occurs: [01_HOOFD_015] occurred before it without any other occurrence of [01_HOOFD_490_3] in between. 
RespondedExistence(01_HOOFD_020:01_HOOFD_180),0.001,0.86850923,0.9202899,0.05178064,In variant 2 it is 5.1780643% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_180] occurs. 
RespondedExistence(01_HOOFD_110_1:01_HOOFD_030_2),0.001,0.94152045,0.99264705,0.0511266,In variant 2 it is 5.11266% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [01_HOOFD_030_2] occurs. 
AlternateResponse(01_HOOFD_010:01_HOOFD_493),0.001,0.0558799,0.004819277,0.05106062,In variant 1 it is 5.106062% more likely than variant2 that if [01_HOOFD_010] occurs: [01_HOOFD_493] will occur afterwards without any other occurrence of [01_HOOFD_010] in between. 
Participation(01_HOOFD_180),0.002,0.8648874,0.91586536,0.050977945,In variant 2 it is 5.0977945% more likely than variant1 that [01_HOOFD_180] occurs in every process instance. 
RespondedExistence(01_HOOFD_370:01_HOOFD_030_2),0.002,0.90237796,0.95229983,0.04992187,In variant 2 it is 4.992187% more likely than variant1 that if [01_HOOFD_370] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_065_1:01_HOOFD_101b),0.001,0,0.04989154,0.04989154,In variant 2 it is 4.989154% more likely than variant1 that if [01_HOOFD_065_1] occurs: also [01_HOOFD_101b] occurs. 
RespondedExistence(11_AH_II_010:01_HOOFD_030_1),0.001,0.9468085,0.9960396,0.049231112,In variant 2 it is 4.923111% more likely than variant1 that if [11_AH_II_010] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_250:01_HOOFD_050),0.01,0.9102564,0.9594096,0.04915321,In variant 2 it is 4.915321% more likely than variant1 that if [01_HOOFD_250] occurs: also [01_HOOFD_050] occurs. 
RespondedExistence(01_HOOFD_011:01_HOOFD_490_3a),0.001,0.05163728,0.003389831,0.04824745,In variant 1 it is 4.8247447% more likely than variant2 that if [01_HOOFD_011] occurs: also [01_HOOFD_490_3a] occurs. 
AlternateResponse(01_HOOFD_030_2:01_HOOFD_065_0),0.002,0.09211776,0.13956466,0.047446907,In variant 2 it is 4.744691% more likely than variant1 that if [01_HOOFD_030_2] occurs: [01_HOOFD_065_0] will occur afterwards without any other occurrence of [01_HOOFD_030_2] in between. 
RespondedExistence(08_AWB45_020_2:01_HOOFD_030_1),0.007,0.9826389,0.9352941,0.047344804,In variant 1 it is 4.7344804% more likely than variant2 that if [08_AWB45_020_2] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_491a),0.001,0.04860486,0.001270648,0.047334213,In variant 1 it is 4.7334213% more likely than variant2 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_491a] occurs. 
RespondedExistence(08_AWB45_020_1:01_HOOFD_030_1),0.007,0.98293513,0.9356725,0.04726261,In variant 1 it is 4.726261% more likely than variant2 that if [08_AWB45_020_1] occurs: also [01_HOOFD_030_1] occurs. 
Precedence(01_HOOFD_015:01_HOOFD_330),0.001,0.98808104,0.9411765,0.046904564,In variant 1 it is 4.6904564% more likely than variant2 that if [01_HOOFD_330] occurs: [01_HOOFD_015] occurred before it. 
RespondedExistence(01_HOOFD_491:01_HOOFD_460a),0.002,0.032608695,0.07939914,0.046790443,In variant 2 it is 4.6790442% more likely than variant1 that if [01_HOOFD_491] occurs: also [01_HOOFD_460a] occurs. 
NotSuccession(01_HOOFD_490_1a:01_HOOFD_490_2),0.001,0.9301386,0.9768875,0.046748936,In variant 2 it is 4.6748934% more likely than variant1 that [01_HOOFD_490_1a] is not followed by [01_HOOFD_490_2] and [01_HOOFD_490_2] is not preceded by [01_HOOFD_490_1a]. 
RespondedExistence(01_HOOFD_040:01_HOOFD_065_1),0.008,0.93638676,0.9829787,0.046591938,In variant 2 it is 4.659194% more likely than variant1 that if [01_HOOFD_040] occurs: also [01_HOOFD_065_1] occurs. 
AlternateResponse(01_HOOFD_040:01_HOOFD_065_1),0.008,0.93638676,0.9829787,0.046591938,In variant 2 it is 4.659194% more likely than variant1 that if [01_HOOFD_040] occurs: [01_HOOFD_065_1] will occur afterwards without any other occurrence of [01_HOOFD_040] in between. 
RespondedExistence(01_HOOFD_330:01_HOOFD_490_3a),0.001,0.0488677,0.00317965,0.045688048,In variant 1 it is 4.5688047% more likely than variant2 that if [01_HOOFD_330] occurs: also [01_HOOFD_490_3a] occurs. 
RespondedExistence(01_HOOFD_110_1:08_AWB45_005),0.001,0.94736844,0.99264705,0.04527861,In variant 2 it is 4.5278606% more likely than variant1 that if [01_HOOFD_110_1] occurs: also [08_AWB45_005] occurs. 
Precedence(01_HOOFD_015:01_HOOFD_110_2),0.005,0.99497485,0.95,0.044974864,In variant 1 it is 4.497486% more likely than variant2 that if [01_HOOFD_110_2] occurs: [01_HOOFD_015] occurred before it. 
NotSuccession(01_HOOFD_493:01_HOOFD_250_1),0.002,0.95259595,0.997555,0.04495907,In variant 2 it is 4.495907% more likely than variant1 that [01_HOOFD_493] is not followed by [01_HOOFD_250_1] and [01_HOOFD_250_1] is not preceded by [01_HOOFD_493]. 
NotSuccession(01_HOOFD_330:01_HOOFD_061),0.001,0.9905363,0.94570136,0.04483491,In variant 1 it is 4.483491% more likely than variant2 that [01_HOOFD_330] is not followed by [01_HOOFD_061] and [01_HOOFD_061] is not preceded by [01_HOOFD_330]. 
RespondedExistence(01_HOOFD_490_3:01_BB_775),0.009,0.063360885,0.018604651,0.044756234,In variant 1 it is 4.475623% more likely than variant2 that if [01_HOOFD_490_3] occurs: also [01_BB_775] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_491a),0.001,0.04522613,0.00120773,0.044018403,In variant 1 it is 4.40184% more likely than variant2 that if [01_HOOFD_020] occurs: also [01_HOOFD_491a] occurs. 
Participation(01_HOOFD_491a),0.001,0.04503753,0.001201923,0.043835606,In variant 1 it is 4.3835607% more likely than variant2 that [01_HOOFD_491a] occurs in every process instance. 
AlternateResponse(01_HOOFD_010:01_HOOFD_491a),0.001,0.04503753,0.001204819,0.043832712,In variant 1 it is 4.383271% more likely than variant2 that if [01_HOOFD_010] occurs: [01_HOOFD_491a] will occur afterwards without any other occurrence of [01_HOOFD_010] in between. 
RespondedExistence(01_HOOFD_015:01_HOOFD_491a),0.001,0.04503753,0.001206273,0.04383126,In variant 1 it is 4.383126% more likely than variant2 that if [01_HOOFD_015] occurs: also [01_HOOFD_491a] occurs. 
AtMostOne(01_HOOFD_495),0.001,0.99594045,0.9522936,0.043646872,In variant 1 it is 4.364687% more likely than variant2 that [01_HOOFD_495] may occur at most one time in a process instance. 
AtMostOne(01_HOOFD_510_1),0.001,0.9966481,0.9531722,0.043475866,In variant 1 it is 4.3475866% more likely than variant2 that [01_HOOFD_510_1] may occur at most one time in a process instance. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_030_2),0.001,0.9477948,0.99110544,0.043310642,In variant 2 it is 4.331064% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_030_2] occurs. 
